0.000000	1.472000
1.000000	1.406072
2.000000	1.389559
3.000000	1.378649
4.000000	1.370038
5.000000	1.362688
6.000000	1.356135
7.000000	1.350133
8.000000	1.344533
9.000000	1.339241
10.000000	1.334192
11.000000	1.329340
12.000000	1.324649
13.000000	1.320095
14.000000	1.315657
15.000000	1.311318
16.000000	1.307067
17.000000	1.302892
18.000000	1.298785
19.000000	1.294739
20.000000	1.290746
28.571041	1.249555
37.142081	1.215069
45.713122	1.188048
54.284162	1.161156
62.855203	1.126693
71.426243	1.095928
79.997284	1.068130
88.568324	1.045996
97.139365	1.023848
105.710405	1.000795
114.281446	0.974219
122.852486	0.946370
131.423527	0.918059
139.994567	0.893144
148.565608	0.869891
157.136648	0.846893
165.707689	0.815049
174.278729	0.791353
182.849770	0.771430
